image_path,target,split,image_base,status,sidewalk_pos,road_pos,Object_present,Object_present_outside,m_bicycle,m_car,m_person,m_traffic_sign,traffic_light,m_obstacle,m_grass,m_plants,m_trees,m_bicycle_outside,m_car_outside,m_person_outside,m_traffic_sign_outside,traffic_light_outside,m_obstacle_outside,m_grass_outside,m_plants_outside,m_trees_outside,priority_caption
training/images/image_804.jpg,"The sidewalk is centered in the view, bordered by a grassy area with trees on the left and a road on the right. A tree trunk stands approximately 3 meters ahead on the left side, partially obstructing the path. The sidewalk appears clear for navigation.",train,image_804.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a grassy area with trees on the left and a road on the right. A tree trunk stands approximately 3 meters ahead on the left side, partially obstructing the path. The sidewalk appears clear for navigation."
training/images/image_805.jpg,"The sidewalk is centered in the view, bordered by a road with parked cars on the left and a grassy area on the right. A bus stop shelter stands on the left side, 5 meters ahead. The path is clear for next 10 meters.",train,image_805.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a road with parked cars on the left and a grassy area on the right. A bus stop shelter stands on the left side, 5 meters ahead. The path is clear for next 10 meters."
training/images/image_806.jpg,"The sidewalk is centered in the view, bordered by a utility box on the left and a grassy area on the right. The path is clear for next 10 meters.",train,image_806.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a utility box on the left and a grassy area on the right. The path is clear for next 10 meters."
training/images/image_807.jpg,"The sidewalk is centered in the view, bordered by grassy areas with trees on the left and a hedge on the right. The path is clear for next 10 meters.",train,image_807.jpg,done,Right,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by grassy areas with trees on the left and a hedge on the right. The path is clear for next 10 meters."
training/images/image_809.jpg,"The sidewalk is centered in the view, bordered by grass on both sides. A large tree trunk stands on the left 5 meters ahead, partially obstructing the path. A pedestrian is walking further down the path. The path appears clear for navigation.",train,image_809.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by grass on both sides. A large tree trunk stands on the left 5 meters ahead, partially obstructing the path. A pedestrian is walking further down the path. The path appears clear for navigation."
training/images/image_810.jpg,"The sidewalk is centered in the view, bordered by grass on both sides. A tree trunk stands approximately 3 meters ahead on the left side, partially obstructing the path. The path appears clear for navigation.",train,image_810.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,Left,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Far: an obstacle farther away on the left. Context: The sidewalk is centered in the view, bordered by grass on both sides. A tree trunk stands approximately 3 meters ahead on the left side, partially obstructing the path. The path appears clear for navigation."
training/images/image_811.jpg,"The sidewalk is centered in the view, bordered by grass on both sides. A cyclist is riding along the path 10 meters ahead. The path is clear for next 10 meters.",train,image_811.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by grass on both sides. A cyclist is riding along the path 10 meters ahead. The path is clear for next 10 meters."
training/images/image_814.jpg,"The sidewalk is centered in the view, bordered by trees on both sides. A road runs parallel to the left side, and a parking lot with cars is on the right. The path is clear for next 10 meters.",train,image_814.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by trees on both sides. A road runs parallel to the left side, and a parking lot with cars is on the right. The path is clear for next 10 meters."
training/images/image_815.jpg,"The sidewalk is centered in the view, bordered by trees on both sides. A road runs parallel to the left side, and a parking lot with cars is on the right. The path is clear for next 10 meters.",train,image_815.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by trees on both sides. A road runs parallel to the left side, and a parking lot with cars is on the right. The path is clear for next 10 meters."
training/images/image_816.jpg,"The sidewalk is centered in the view, bordered by grass and trees on both sides. A bicycle is parked near a pole approximately 10 meters ahead on the right side. The path is clear for next 10 meters.",train,image_816.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by grass and trees on both sides. A bicycle is parked near a pole approximately 10 meters ahead on the right side. The path is clear for next 10 meters."
training/images/image_818.jpg,"The sidewalk is centered in the view, leading to a pedestrian crossing marked with white zebra lines. A traffic light pole stands approximately 10 meters ahead on the right side. The path is clear for next 10 meters.",train,image_818.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,"Sidewalk: center. Road: front. RoadVsSidewalk: crossing_front. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, leading to a pedestrian crossing marked with white zebra lines. A traffic light pole stands approximately 10 meters ahead on the right side. The path is clear for next 10 meters."
training/images/image_819.jpg,"The sidewalk is centered in the view, bordered by grass on both sides. A pole stands on the left 5 meters ahead, partially obstructing the path. The path remains clear for navigation.",train,image_819.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Far: an obstacle farther away on the left. Context: The sidewalk is centered in the view, bordered by grass on both sides. A pole stands on the left 5 meters ahead, partially obstructing the path. The path remains clear for navigation."
training/images/image_82.jpg,"The sidewalk is centered in the view, bordered by hedges on the right side and a road on the left. A trash bin is positioned approximately 5 meters ahead on the right side. The path is clear for next 10 meters.",train,image_82.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by hedges on the right side and a road on the left. A trash bin is positioned approximately 5 meters ahead on the right side. The path is clear for next 10 meters."
training/images/image_820.jpg,"The sidewalk is centered in the view, bordered by a grassy area with trees on the left and a building on the right. The path is clear for next 10 meters.",train,image_820.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a grassy area with trees on the left and a building on the right. The path is clear for next 10 meters."
training/images/image_821.jpg,"The sidewalk is centered in the view, bordered by grass on both sides. A utility box stands approximately 5 meters ahead on the right side. The path is clear for next 10 meters.",train,image_821.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by grass on both sides. A utility box stands approximately 5 meters ahead on the right side. The path is clear for next 10 meters."
training/images/image_822.jpg,"The sidewalk is centered in the view, bordered by grass on both sides. A tree stands approximately 5 meters ahead on the left side, partially obstructing the path. The path appears clear for navigation.",train,image_822.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by grass on both sides. A tree stands approximately 5 meters ahead on the left side, partially obstructing the path. The path appears clear for navigation."
training/images/image_823.jpg,"The sidewalk is centered in the view, bordered by a grassy area with bicycles parked on the left and a fence on the right. A car is parked on the left side, partially obstructing the path. The path is clear for next 10 meters.",train,image_823.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,Left,not present,not present,not present,not present,Left,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Far: a bicycle farther away on the left; a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a grassy area with bicycles parked on the left and a fence on the right. A car is parked on the left side, partially obstructing the path. The path is clear for next 10 meters."
training/images/image_824.jpg,"The sidewalk is centered in the view, bordered by outdoor seating on the left and a building entrance on the right. A metal utility cover is embedded in the pavement 2 meters ahead. The path is clear for navigation.",train,image_824.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,"Sidewalk: right. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Far: an obstacle farther away on the left. Context: The sidewalk is centered in the view, bordered by outdoor seating on the left and a building entrance on the right. A metal utility cover is embedded in the pavement 2 meters ahead. The path is clear for navigation."
training/images/image_826.jpg,"The sidewalk is centered in the view, bordered by a hedge on the right and parked cars on the left. The path is clear for next 10 meters.",train,image_826.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a hedge on the right and parked cars on the left. The path is clear for next 10 meters."
training/images/image_828.jpg,"The sidewalk is centered in the view, bordered by hedges on the right side and parked cars on the left. A cyclist is riding 10 meters ahead. The path is clear for next 10 meters.",train,image_828.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by hedges on the right side and parked cars on the left. A cyclist is riding 10 meters ahead. The path is clear for next 10 meters."
training/images/image_829.jpg,"The sidewalk is centered in the view, bordered by a hedge on the right side and parked cars on the left. A cyclist is riding along the path 10 meters ahead. The path is clear for next 10 meters.",train,image_829.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a hedge on the right side and parked cars on the left. A cyclist is riding along the path 10 meters ahead. The path is clear for next 10 meters."
training/images/image_83.jpg,"The sidewalk is centered in the view, bordered by a hedge on the right side and a road on the left. The path is clear for next 10 meters.",train,image_83.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a hedge on the right side and a road on the left. The path is clear for next 10 meters."
training/images/image_832.jpg,"The sidewalk is centered in the view, bordered by a hedge on the right side and a road on the left. A cyclist is visible 10 meters ahead, riding along the road. The path is clear for next 10 meters.",train,image_832.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a hedge on the right side and a road on the left. A cyclist is visible 10 meters ahead, riding along the road. The path is clear for next 10 meters."
training/images/image_833.jpg,"The sidewalk is centered in the view, leading towards a pedestrian crossing marked with white lines. A large white structure stands approximately 5 meters ahead on the right side, partially obstructing the path. The path is clear for navigation.",train,image_833.jpg,done,Outside,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: unknown. Road: front. RoadVsSidewalk: crossing_front. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, leading towards a pedestrian crossing marked with white lines. A large white structure stands approximately 5 meters ahead on the right side, partially obstructing the path. The path is clear for navigation."
training/images/image_834.jpg,"The sidewalk is centered in the view, bordered by hedges on the right side and a road on the left. A cyclist is riding along the road 10 meters ahead. The path is clear for next 10 meters.",train,image_834.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by hedges on the right side and a road on the left. A cyclist is riding along the road 10 meters ahead. The path is clear for next 10 meters."
training/images/image_836.jpg,"The sidewalk is centered in the view, bordered by a wall on the right side and a road on the left. A drainage grate is embedded in the sidewalk 2 meters ahead. The path is clear for next 10 meters.",train,image_836.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a wall on the right side and a road on the left. A drainage grate is embedded in the sidewalk 2 meters ahead. The path is clear for next 10 meters."
training/images/image_837.jpg,"The sidewalk is centered in the view, bordered by a road on the left and a fence on the right. A few pedestrians are standing near the fence, approximately 5 meters ahead. The path is clear for navigation.",train,image_837.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a road on the left and a fence on the right. A few pedestrians are standing near the fence, approximately 5 meters ahead. The path is clear for navigation."
training/images/image_838.jpg,"The sidewalk is centered in the view, bordered by a road on the left and a building on the right. A group of people stands near the edge of the sidewalk on the right side, partially blocking the path. The path is clear for navigation.",train,image_838.jpg,done,Right,Left,Yes,No,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: a person close on the right. Context: The sidewalk is centered in the view, bordered by a road on the left and a building on the right. A group of people stands near the edge of the sidewalk on the right side, partially blocking the path. The path is clear for navigation."
training/images/image_839.jpg,"The sidewalk is centered in the view, bordered by a wall on the right and a road on the left. The path is clear for next 10 meters.",train,image_839.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a wall on the right and a road on the left. The path is clear for next 10 meters."
training/images/image_84.jpg,"The sidewalk is centered in the view, bordered by a road on the left and tall grass on the right. A large metal utility cover is embedded in the sidewalk 2 meters ahead, partially obstructing the path.",train,image_84.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: an obstacle close on the center. Context: The sidewalk is centered in the view, bordered by a road on the left and tall grass on the right. A large metal utility cover is embedded in the sidewalk 2 meters ahead, partially obstructing the path."
training/images/image_844.jpg,"The sidewalk is centered in the view, bordered by a construction site with scaffolding on the right side. A pole stands approximately 5 meters ahead on the right, partially obstructing the path. The path is clear for navigation.",train,image_844.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right-Left,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Far: 2 obstacles farther away on the left and right. Context: The sidewalk is centered in the view, bordered by a construction site with scaffolding on the right side. A pole stands approximately 5 meters ahead on the right, partially obstructing the path. The path is clear for navigation."
training/images/image_845.jpg,"The sidewalk is centered in the view, with a row of trees and a building on the right side. A bicycle is parked near a pole approximately 5 meters ahead on the left. The path is clear for navigation.",train,image_845.jpg,done,Center,Not present,No,Yes,Center,not present,not present,not present,not present,Center,not present,not present,not present,Center,not present,not present,not present,not present,Center,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: an obstacle close on the center; a bicycle close on the center. Far: an obstacle farther away on the center; a bicycle farther away on the center. Context: The sidewalk is centered in the view, with a row of trees and a building on the right side. A bicycle is parked near a pole approximately 5 meters ahead on the left. The path is clear for navigation."
training/images/image_846.jpg,"The sidewalk is centered in the view, with a tree trunk 3 meters ahead on the left side. A large puddle partially blocks the path 5 meters ahead. The path is mostly clear, but caution is required due to the wet surface.",train,image_846.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, with a tree trunk 3 meters ahead on the left side. A large puddle partially blocks the path 5 meters ahead. The path is mostly clear, but caution is required due to the wet surface."
training/images/image_847.jpg,"The sidewalk is centered in the view, bordered by a road on the left and a building on the right. A large construction barrier stands approximately 3 meters ahead, partially obstructing the path. On the right side, a pole and a potted plant are positioned near the edge of the sidewalk. The path is mostly clear, but caution is required due to the barrier.",train,image_847.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Center-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: 2 obstacles close on the center and right. Context: The sidewalk is centered in the view, bordered by a road on the left and a building on the right. A large construction barrier stands approximately 3 meters ahead, partially obstructing the path. On the right side, a pole and a potted plant are positioned near the edge of the sidewalk. The path is mostly clear, but caution is required due to the barrier."
training/images/image_848.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a grassy area with chairs on the left. A car is parked 5 meters ahead, partially obstructing the path. The path is clear for navigation.",train,image_848.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Far: 2 obstacles farther away on the left and right. Context: The sidewalk is centered in the view, bordered by a building on the right and a grassy area with chairs on the left. A car is parked 5 meters ahead, partially obstructing the path. The path is clear for navigation."
training/images/image_851.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a road on the left. The path is clear for next 10 meters.",train,image_851.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a building on the right and a road on the left. The path is clear for next 10 meters."
training/images/image_852.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a parked car on the left. A pole stands approximately 3 meters ahead on the right side. The path is clear for next 10 meters.",train,image_852.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: no important close objects visible. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and a parked car on the left. A pole stands approximately 3 meters ahead on the right side. The path is clear for next 10 meters."
training/images/image_853.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a cobblestone street on the left. A pole stands approximately 3 meters ahead on the left side, partially obstructing the path. The path appears mostly clear for navigation.",train,image_853.jpg,done,Right,Left,Yes,No,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: an obstacle close on the center. Context: The sidewalk is centered in the view, bordered by a building on the right and a cobblestone street on the left. A pole stands approximately 3 meters ahead on the left side, partially obstructing the path. The path appears mostly clear for navigation."
training/images/image_854.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a road on the left. A few pedestrians are walking along the path, approximately 10 meters ahead. The path is clear for navigation.",train,image_854.jpg,done,Center,Left,Yes,Yes,Center,not present,Center,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: a person close on the center; a bicycle close on the center. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and a road on the left. A few pedestrians are walking along the path, approximately 10 meters ahead. The path is clear for navigation."
training/images/image_855.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a road on the left. A pedestrian is walking ahead, 5 meters away. The path is clear for next 10 meters.",train,image_855.jpg,done,Center,Left,Yes,Yes,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: a person close on the left. Far: a bicycle farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and a road on the left. A pedestrian is walking ahead, 5 meters away. The path is clear for next 10 meters."
training/images/image_856.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a road with parked cars on the left. The path is clear for next 10 meters.",train,image_856.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a building on the right and a road with parked cars on the left. The path is clear for next 10 meters."
training/images/image_857.jpg,"The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A pole stands approximately 5 meters ahead on the right side, partially obstructing the path. The path is mostly clear for navigation.",train,image_857.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A pole stands approximately 5 meters ahead on the right side, partially obstructing the path. The path is mostly clear for navigation."
training/images/image_858.jpg,"The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A pole stands approximately 3 meters ahead on the left side. The path is clear for next 10 meters.",train,image_858.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A pole stands approximately 3 meters ahead on the left side. The path is clear for next 10 meters."
training/images/image_861.jpg,"The sidewalk is centered in the view, bordered by a building on the right and a road with parked cars on the left. A pole stands approximately 3 meters ahead on the left side, partially obstructing the path. The path is clear for navigation.",train,image_861.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Context: The sidewalk is centered in the view, bordered by a building on the right and a road with parked cars on the left. A pole stands approximately 3 meters ahead on the left side, partially obstructing the path. The path is clear for navigation."
training/images/image_862.jpg,"The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A pole stands approximately 5 meters ahead on the right side, partially obstructing the path. The path is mostly clear for navigation.",train,image_862.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: right. Road: left. RoadVsSidewalk: left_of. Nearby: no important close objects visible. Far: a car farther away on the left. Context: The sidewalk is centered in the view, bordered by a building on the right and parked cars on the left. A pole stands approximately 5 meters ahead on the right side, partially obstructing the path. The path is mostly clear for navigation."
training/images/image_864.jpg,"The sidewalk is centered in the view, bordered by a road on the left and a grassy area with bushes on the right. A large bollard stands approximately 2 meters ahead on the left side, partially obstructing the path. The path is clear for navigation.",train,image_864.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: unknown. RoadVsSidewalk: unknown. Nearby: an obstacle close on the left. Context: The sidewalk is centered in the view, bordered by a road on the left and a grassy area with bushes on the right. A large bollard stands approximately 2 meters ahead on the left side, partially obstructing the path. The path is clear for navigation."
training/images/image_865.jpg,"The pedestrian crossing is centered in the view, with a zebra-striped pedestrian crossing marked on the road. A pole stands approximately 5 meters ahead on the left side of the crossing. The path is clear for next 10 meters.",train,image_865.jpg,done,Center,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: front. RoadVsSidewalk: crossing_front. Nearby: no important close objects visible. Context: The pedestrian crossing is centered in the view, with a zebra-striped pedestrian crossing marked on the road. A pole stands approximately 5 meters ahead on the left side of the crossing. The path is clear for next 10 meters."
training/images/image_866.jpg,"The pedestrian crossing is centered in the view, with a zebra-striped surface leading to a road. A white van is parked partially on the right side of the crossing, obstructing the path. The sidewalk continues straight after the crossing.",train,image_866.jpg,done,Center,Front,Yes,No,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,"Sidewalk: center. Road: front. RoadVsSidewalk: crossing_front. Nearby: a car close on the center. Context: The pedestrian crossing is centered in the view, with a zebra-striped surface leading to a road. A white van is parked partially on the right side of the crossing, obstructing the path. The sidewalk continues straight after the crossing."
training/images/image_867.jpg,"The pedestrian crossing is centered in the view, with a zebra-striped pedestrian crossing marked on the road. A yellow pole stands approximately 3 meters ahead, partially obstructing the path. On both sides of the crossing, there are trees and a building. The path is clear for navigation after the crossing.",train,image_867.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,"Sidewalk: center. Road: front. RoadVsSidewalk: crossing_front. Nearby: no important close objects visible. Far: an obstacle farther away on the center. Context: The pedestrian crossing is centered in the view, with a zebra-striped pedestrian crossing marked on the road. A yellow pole stands approximately 3 meters ahead, partially obstructing the path. On both sides of the crossing, there are trees and a building. The path is clear for navigation after the crossing."
