image,status,sidewalk_pos,road_pos,Object_present,Object_present_outside,m_bicycle,m_car,m_person,m_traffic_sign,traffic_light,m_obstacle,m_grass,m_plants,m_trees,m_bicycle_outside,m_car_outside,m_person_outside,m_traffic_sign_outside,traffic_light_outside,m_obstacle_outside,m_grass_outside,m_plants_outside,m_trees_outside
image_587.jpg,done,Outside,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_589.jpg,done,Center,Left,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
image_59.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_590.jpg,done,Right,Not present,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_591.jpg,done,Right,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_592.jpg,done,Outside,Front,Yes,No,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_588.jpg,done,Center,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,Right,not present
image_593.jpg,done,Outside,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_595.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_597.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_594.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_598.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_6.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
image_60.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_599.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_601.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_600.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,Left,not present,not present
image_603.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_602.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_604.jpg,done,Left,Not present,Yes,Yes,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_606.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_605.jpg,done,Left,Right,Yes,Yes,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
6x2rKAIi42pIXowhKP20Xw.jpg,done,Center,Front,Yes,Yes,not present,not present,Right,not present,not present,Right,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
P00iHpEAr_yZ0IhLYBLfyw.jpg,done,Outside,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,Left-Center,not present,not present,not present
GwogENwG14J23WjA_8gwBA.jpg,done,Outside,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
Q9VGQJ_OAKfMmVWZ0Ut4xw.jpg,done,Right,Front,Yes,Yes,not present,not present,not present,Center,not present,Center-Right,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present
RMUTML30oa9pkEXMTnI1ow.jpg,done,Left,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
TTrrLg9SmPEc6htXOL7j9A.jpg,done,Outside,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,Center,not present,not present,not present
U01qYTjrcJXmQPZvY7cNxA.jpg,done,Outside,Not present,Yes,Yes,not present,not present,not present,not present,Right,Right-Right,not present,not present,not present,not present,not present,not present,not present,Right,Right-Right,Left,Center,not present
XBoHReVeaxmt9Lsj8Sd8Kw.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,Left,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
_i7Kc9lfy1cLX03zYOvG3g.jpg,done,Left,Right,Yes,No,not present,not present,not present,not present,not present,Center-Right-Center-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
a-zTY6nOk0Rr4hsWJtnTEw.jpg,done,Right,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present
a2-cjwuXmO687YN_vlynhw.jpg,done,Center,Front,Yes,No,not present,not present,not present,not present,not present,Center-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
ctsHt5G6K2nqU9kMLX5GQA.jpg,done,Right,Left,Yes,Yes,not present,not present,Right-Right,not present,not present,not present,not present,not present,Center,not present,Left,Center,not present,not present,not present,not present,not present,not present
eTOqTNVyB1kZez7l5onfcg.jpg,done,Right,Right,Yes,No,not present,not present,not present,Right,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
eqcdddmEXVfhr2wIJBObmQ.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present
fOwJZD2bAIGVsYdG993pmw.jpg,done,Center,Right,Yes,No,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
h6P3KbWfI7LpQmYVjrDWzg.jpg,done,Center,Left,Yes,Yes,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,Left
hWx1u0IV3GZnAV8pKqPr-Q.jpg,done,Center,Right,Yes,No,not present,not present,Left-Center,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
hf-EDw81eTtz4SSvXUpDAQ.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Left,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_0.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_164.jpg,done,Center,Not present,Yes,No,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present
image_176.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
QMdfvKAeZI0hnPOi-IBugw.jpg,done,Left,Front,Yes,No,not present,not present,not present,not present,Center,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_181.jpg,done,Right,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_191.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
image_196.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_232.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_249.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_273.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present
image_283.jpg,done,Center,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_289.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present
image_298.jpg,done,Left,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_3.jpg,done,Right,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_30.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present
image_301.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_219.jpg,done,Center,Not present,Yes,Yes,not present,not present,not present,not present,not present,Center-Right-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present
image_34.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_388.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_371.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present
image_389.jpg,done,Left,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_40.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_392.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,Right,not present
image_465.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present
image_486.jpg,done,Left,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present
_40Rs1w4WpYjP67NedcOfQ.jpg,done,Center,Right,Yes,No,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present
cosWnDtP17I1a0hZpG4_2g.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present
image_516.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_566.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,Right,not present
image_528.jpg,done,Right,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present
image_578.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_607.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_596.jpg,done,Left,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present
image_569.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,Right,not present,not present
image_608.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_610.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_61.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present
image_609.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present
image_611.jpg,done,Right,Left,Yes,No,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_614.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_613.jpg,done,Outside,Front,No,Yes,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
image_615.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_616.jpg,done,Outside,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_617.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_618.jpg,done,Right,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_619.jpg,done,Outside,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_620.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_62.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present
image_621.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_612.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_623.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_622.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_625.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_624.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present
image_627.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_626.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present
image_629.jpg,done,Right,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_630.jpg,done,Outside,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_628.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_631.jpg,done,Left,Right,Yes,No,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_632.jpg,done,Right,Left,Yes,No,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_633.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_635.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_634.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_637.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present
image_636.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_639.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_64.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_640.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_641.jpg,done,Right,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_642.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_643.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_644.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_645.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_646.jpg,done,Right,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_647.jpg,done,Center,Not present,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_648.jpg,done,Center,Not present,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_649.jpg,done,Right,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_65.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_650.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_651.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_652.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_653.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_656.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_657.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Left-Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_658.jpg,done,Right,Front,Yes,No,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_659.jpg,done,Center,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_66.jpg,done,Right,Left,Yes,No,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_661.jpg,done,Center,Left,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_662.jpg,done,Center,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_663.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_664.jpg,done,Left,Right,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_665.jpg,done,Right,Right,Yes,No,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_666.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present
image_668.jpg,done,Center,Right,Yes,Yes,not present,not present,Left-Left,not present,not present,Center,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
image_669.jpg,done,Center,Right,Yes,Yes,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,Right
image_660.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present
image_67.jpg,done,Center,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
image_671.jpg,done,Center,Not present,Yes,No,not present,not present,Center-Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_670.jpg,done,Center,Not present,Yes,Yes,not present,not present,Left-Left-Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present
image_672.jpg,done,Left,Right,Yes,Yes,Left,not present,Left-Center,not present,not present,not present,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present
image_674.jpg,done,Center,Not present,Yes,No,not present,not present,Left,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_675.jpg,done,Center,Not present,Yes,Yes,not present,not present,Left,not present,not present,Center,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present
image_676.jpg,done,Center,Not present,Yes,Yes,not present,not present,Center,not present,not present,Center,not present,not present,not present,not present,Right-Right,not present,not present,not present,not present,not present,not present,not present
image_678.jpg,done,Center,Not present,Yes,No,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_682.jpg,done,Center,Right,Yes,No,not present,not present,Center,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_683.jpg,done,Center,Right,Yes,No,not present,not present,Center,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_684.jpg,done,Center,Right,Yes,Yes,not present,not present,Center,not present,not present,Left-Right,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present
image_685.jpg,done,Center,Right,Yes,Yes,not present,not present,Center,not present,not present,Left,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_687.jpg,done,Right,Right,Yes,No,not present,not present,Center,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_688.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,Right-Left,not present,not present,not present
image_689.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left-Right,not present,Left,not present
image_69.jpg,done,Right,Left,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,Right,not present
image_690.jpg,done,Right,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present
image_691.jpg,done,Right,Right,Yes,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,Left,not present,not present,not present,not present,not present,not present
image_693.jpg,done,Center,Not present,Yes,Yes,not present,not present,Right,not present,not present,Right,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present
image_692.jpg,done,Right,Right,Yes,Yes,not present,not present,Center,not present,not present,Left,not present,Left,not present,not present,Right,Left,not present,not present,not present,not present,not present,not present
image_694.jpg,done,Center,Not present,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,Center,not present,not present,Left,not present,not present,not present
image_695.jpg,done,Center,Not present,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present
image_696.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present
image_697.jpg,done,Right,Right,Yes,Yes,Right,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present
image_698.jpg,done,Left,Right,Yes,Yes,not present,not present,Left-Center,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_699.jpg,done,Right,Right,Yes,Yes,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
image_70.jpg,done,Outside,Front,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,not present,not present,not present,not present,not present,not present,not present
image_700.jpg,done,Center,Right,Yes,Yes,not present,not present,Left-Center,not present,not present,not present,not present,not present,not present,not present,Right,not present,Right,not present,not present,not present,not present,not present
image_701.jpg,done,Center,Right,Yes,Yes,not present,not present,Right,not present,not present,Right,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_702.jpg,done,Center,Right,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_703.jpg,done,Center,Right,No,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
image_704.jpg,done,Center,Right,Yes,Yes,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present
B42DjvamOVSQpv89GHJ3Iw.jpg,done,Right,Left,Yes,Yes,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,Left,Left,not present,not present,not present,not present,not present,not present
image_705.jpg,done,Center,Right,Yes,Yes,not present,not present,Left,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,Right,not present,not present,not present
image_706.jpg,done,Center,Front,No,No,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_707.jpg,done,Center,Front,Yes,No,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present,not present
image_708.jpg,done,Right,Front,Yes,Yes,not present,not present,not present,not present,not present,Right,not present,not present,not present,not present,not present,not present,not present,not present,Center,not present,not present,not present
image_709.jpg,done,Center,Left,Yes,No,Left,not present,Right,not present,not present,Left,not present,not present,not present,not present,not present,Center,not present,not present,not present,not present,not present,not present
